na_base_id,start_scan,end_scan
NL-HaNA_1.04.02_1704,1,290
NL-HaNA_1.04.02_1705,1,538
NL-HaNA_1.04.02_1706,1,808
NL-HaNA_1.04.02_1707,1,648
NL-HaNA_1.04.02_1708,1,315
NL-HaNA_1.04.02_1709,1,590
NL-HaNA_1.04.02_1710,1,1314
NL-HaNA_1.04.02_1711,1,1338
NL-HaNA_1.04.02_1712,1,1206
NL-HaNA_1.04.02_1714,1,914
NL-HaNA_1.04.02_1715,1,1474
NL-HaNA_1.04.02_1716,1,1260
NL-HaNA_1.04.02_1717,1,1194
NL-HaNA_1.04.02_1718,1,1278
NL-HaNA_1.04.02_1719,1,1354
NL-HaNA_1.04.02_1720,1,882
NL-HaNA_1.04.02_1721,1,1270
NL-HaNA_1.04.02_1722,1,988
NL-HaNA_1.04.02_1723,1,666
NL-HaNA_1.04.02_1724,1,1090
NL-HaNA_1.04.02_1725,1,1008
NL-HaNA_1.04.02_1726,1,556
NL-HaNA_1.04.02_1727,1,1222
NL-HaNA_1.04.02_1728,1,778
NL-HaNA_1.04.02_1729,1,894
NL-HaNA_1.04.02_1731,1,1306
NL-HaNA_1.04.02_1732,1,1068
NL-HaNA_1.04.02_1733,1,1422
NL-HaNA_1.04.02_1734,1,906
NL-HaNA_1.04.02_1735,1,1448
NL-HaNA_1.04.02_1736,1,612
NL-HaNA_1.04.02_1737,1,920
NL-HaNA_1.04.02_1738,1,1594
NL-HaNA_1.04.02_1739,1,1578
NL-HaNA_1.04.02_1740,1,696
NL-HaNA_1.04.02_1741,1,956
NL-HaNA_1.04.02_1742,1,1106
NL-HaNA_1.04.02_1743,1,1122
NL-HaNA_1.04.02_1744,1,962
NL-HaNA_1.04.02_1745,1,1266
NL-HaNA_1.04.02_1746,1,1370
NL-HaNA_1.04.02_1747,1,1098
NL-HaNA_1.04.02_1748,1,1260
NL-HaNA_1.04.02_1749,1,1252
NL-HaNA_1.04.02_1750,1,818
NL-HaNA_1.04.02_1751,1,1062
NL-HaNA_1.04.02_1752,1,962
NL-HaNA_1.04.02_1753,1,1040
NL-HaNA_1.04.02_1754,1,1212
NL-HaNA_1.04.02_1755,1,1282
NL-HaNA_1.04.02_1756,1,1236
NL-HaNA_1.04.02_1757,1,1368
NL-HaNA_1.04.02_1758,1,1030
NL-HaNA_1.04.02_1759,1,892
NL-HaNA_1.04.02_1760,1,1186
NL-HaNA_1.04.02_1761,1,1088
NL-HaNA_1.04.02_1762,1,1416
NL-HaNA_1.04.02_1763,1,1238
NL-HaNA_1.04.02_1764,1,1494
NL-HaNA_1.04.02_1765,1,846
NL-HaNA_1.04.02_1766,1,1088
NL-HaNA_1.04.02_1767,1,1152
NL-HaNA_1.04.02_1768,1,1550
NL-HaNA_1.04.02_1769,1,1258
NL-HaNA_1.04.02_1770,1,934
NL-HaNA_1.04.02_1771,1,1186
NL-HaNA_1.04.02_1772,1,964
NL-HaNA_1.04.02_1773,1,1728
NL-HaNA_1.04.02_1774,1,1512
NL-HaNA_1.04.02_1775,1,1320
NL-HaNA_1.04.02_1776,1,1384
NL-HaNA_1.04.02_1777,1,962
NL-HaNA_1.04.02_1778,1,984
NL-HaNA_1.04.02_1779,1,998
NL-HaNA_1.04.02_1780,1,1108
NL-HaNA_1.04.02_1781,1,1416
NL-HaNA_1.04.02_1782,1,1196
NL-HaNA_1.04.02_1783,1,1012
NL-HaNA_1.04.02_1784,1,1250
NL-HaNA_1.04.02_1785,1,1218
NL-HaNA_1.04.02_1786,1,1180
NL-HaNA_1.04.02_1787,1,1200
NL-HaNA_1.04.02_1788,1,1134
NL-HaNA_1.04.02_1789,1,890
NL-HaNA_1.04.02_1791,1,1386
NL-HaNA_1.04.02_1792,1,1110
NL-HaNA_1.04.02_1793,1,1008
NL-HaNA_1.04.02_1794,1,1288
NL-HaNA_1.04.02_1795,1,1274
NL-HaNA_1.04.02_1796,1,832
NL-HaNA_1.04.02_1797,1,1090
NL-HaNA_1.04.02_1798,1,1566
NL-HaNA_1.04.02_1799,1,1464
NL-HaNA_1.04.02_1800,1,984
NL-HaNA_1.04.02_1801,1,1214
NL-HaNA_1.04.02_1802,1,1274
NL-HaNA_1.04.02_1803,1,1478
NL-HaNA_1.04.02_1804,1,1256
NL-HaNA_1.04.02_1805,1,1218
NL-HaNA_1.04.02_1806,1,1164
NL-HaNA_1.04.02_1807,1,1104
NL-HaNA_1.04.02_1808,1,908
NL-HaNA_1.04.02_1809,1,948
NL-HaNA_1.04.02_1810,1,1038
NL-HaNA_1.04.02_1811,1,1248
NL-HaNA_1.04.02_1812,1,1024
NL-HaNA_1.04.02_1813,1,876
NL-HaNA_1.04.02_1814,1,1196
NL-HaNA_1.04.02_1815,1,1636
NL-HaNA_1.04.02_1816,1,1032
NL-HaNA_1.04.02_1817,1,1446
NL-HaNA_1.04.02_1818,1,1008
NL-HaNA_1.04.02_1819,1,1022
NL-HaNA_1.04.02_1820,1,1036
NL-HaNA_1.04.02_1821,1,1454
NL-HaNA_1.04.02_1822,1,1060
NL-HaNA_1.04.02_1823,1,974
NL-HaNA_1.04.02_1824,1,572
NL-HaNA_1.04.02_1825,1,1250
NL-HaNA_1.04.02_1826,1,1028
NL-HaNA_1.04.02_1827,1,1012
NL-HaNA_1.04.02_1828,1,1464
NL-HaNA_1.04.02_1829,1,1386
NL-HaNA_1.04.02_1830,1,1324
NL-HaNA_1.04.02_1831,1,1040
NL-HaNA_1.04.02_1832,1,1494
NL-HaNA_1.04.02_1833,1,760
NL-HaNA_1.04.02_1834,1,1306
NL-HaNA_1.04.02_1835,1,804
NL-HaNA_1.04.02_1836,1,1260
NL-HaNA_1.04.02_1837,1,1206
NL-HaNA_1.04.02_1838,1,1068
NL-HaNA_1.04.02_1839,1,624
NL-HaNA_1.04.02_1840,1,1040
NL-HaNA_1.04.02_1841,1,1068
NL-HaNA_1.04.02_1842,1,1430
NL-HaNA_1.04.02_1843,1,1412
NL-HaNA_1.04.02_1844,1,978
NL-HaNA_1.04.02_1845,1,1456
NL-HaNA_1.04.02_1846,1,1072
NL-HaNA_1.04.02_1847,1,1486
NL-HaNA_1.04.02_1848,1,1274
NL-HaNA_1.04.02_1849,1,952
NL-HaNA_1.04.02_1850,1,1306
NL-HaNA_1.04.02_1851,1,1710
NL-HaNA_1.04.02_1852,1,1414
NL-HaNA_1.04.02_1853,1,952
NL-HaNA_1.04.02_1854,1,1272
NL-HaNA_1.04.02_1855,1,1244
NL-HaNA_1.04.02_1856,1,1574
NL-HaNA_1.04.02_1857,1,1180
NL-HaNA_1.04.02_1858,1,598
NL-HaNA_1.04.02_1859,1,1266
NL-HaNA_1.04.02_1860,1,1250
NL-HaNA_1.04.02_1861,1,1172
NL-HaNA_1.04.02_1862,1,1334
NL-HaNA_1.04.02_1863,1,794
NL-HaNA_1.04.02_1864,1,1106
NL-HaNA_1.04.02_1865,1,1262
NL-HaNA_1.04.02_1866,1,921
NL-HaNA_1.04.02_1867,1,898
NL-HaNA_1.04.02_1868,1,1326
NL-HaNA_1.04.02_1869,1,1434
NL-HaNA_1.04.02_1870,1,1174
NL-HaNA_1.04.02_1871,1,950
NL-HaNA_1.04.02_1872,1,1394
NL-HaNA_1.04.02_1873,1,816
NL-HaNA_1.04.02_1874,1,872
NL-HaNA_1.04.02_1875,1,1226
NL-HaNA_1.04.02_1876,1,1348
NL-HaNA_1.04.02_1877,1,550
NL-HaNA_1.04.02_1878,1,1336
NL-HaNA_1.04.02_1879,1,840
NL-HaNA_1.04.02_1880,1,1124
NL-HaNA_1.04.02_1881,1,1244
NL-HaNA_1.04.02_1882,1,882
NL-HaNA_1.04.02_1883,1,1148
NL-HaNA_1.04.02_1884,1,1194
NL-HaNA_1.04.02_1885,1,1248
NL-HaNA_1.04.02_1886,1,1364
NL-HaNA_1.04.02_1888,1,1152
NL-HaNA_1.04.02_1889,1,1082
NL-HaNA_1.04.02_1890,1,1604
NL-HaNA_1.04.02_1891,1,776
NL-HaNA_1.04.02_1892,1,1462
NL-HaNA_1.04.02_1893,1,1262
NL-HaNA_1.04.02_1894,1,1048
NL-HaNA_1.04.02_1895,1,1002
NL-HaNA_1.04.02_1896,1,1404
NL-HaNA_1.04.02_1897,1,976
NL-HaNA_1.04.02_1898,1,1250
NL-HaNA_1.04.02_1899,1,880
NL-HaNA_1.04.02_1900,1,912
NL-HaNA_1.04.02_1901,1,1024
NL-HaNA_1.04.02_1902,1,1200
NL-HaNA_1.04.02_1903,1,790
NL-HaNA_1.04.02_1904,1,1260
NL-HaNA_1.04.02_1905,1,1332
NL-HaNA_1.04.02_1906,1,1110
NL-HaNA_1.04.02_1907,1,984
NL-HaNA_1.04.02_1908,1,1056
NL-HaNA_1.04.02_1909,1,974
NL-HaNA_1.04.02_1910,1,992
NL-HaNA_1.04.02_1911,1,944
NL-HaNA_1.04.02_1912,1,1426
NL-HaNA_1.04.02_1913,1,1340
NL-HaNA_1.04.02_1914,1,1518
NL-HaNA_1.04.02_1915,1,1016
NL-HaNA_1.04.02_1916,1,1356
NL-HaNA_1.04.02_1917,1,1016
NL-HaNA_1.04.02_1918,1,1326
NL-HaNA_1.04.02_1919,1,848
NL-HaNA_1.04.02_1920,1,812
NL-HaNA_1.04.02_1921,1,896
NL-HaNA_1.04.02_1922,1,910
NL-HaNA_1.04.02_1923,1,924
NL-HaNA_1.04.02_1924,1,1144
NL-HaNA_1.04.02_1925,1,778
NL-HaNA_1.04.02_1926,1,1310
NL-HaNA_1.04.02_1927,1,1466
NL-HaNA_1.04.02_1928,1,1290
NL-HaNA_1.04.02_1929,1,2206
NL-HaNA_1.04.02_1930,1,1052
NL-HaNA_1.04.02_1931,1,306
NL-HaNA_1.04.02_1932,1,1124
NL-HaNA_1.04.02_1933,1,1050
NL-HaNA_1.04.02_1934,1,796
NL-HaNA_1.04.02_1935,1,1004
NL-HaNA_1.04.02_1936,1,736
NL-HaNA_1.04.02_1937,1,992
NL-HaNA_1.04.02_1938,1,336
NL-HaNA_1.04.02_1939,1,1110
NL-HaNA_1.04.02_1940,1,706
NL-HaNA_1.04.02_1941,1,1100
NL-HaNA_1.04.02_1942,1,860
NL-HaNA_1.04.02_1943,1,1324
NL-HaNA_1.04.02_1944,1,924
NL-HaNA_1.04.02_1945,1,1012
NL-HaNA_1.04.02_1946,1,1322
NL-HaNA_1.04.02_1947,1,1308
NL-HaNA_1.04.02_1948,1,1720
NL-HaNA_1.04.02_1949,1,1118
NL-HaNA_1.04.02_1950,1,1040
NL-HaNA_1.04.02_1951,1,970
NL-HaNA_1.04.02_1952,1,932
NL-HaNA_1.04.02_1953,1,1748
NL-HaNA_1.04.02_1954,1,452
NL-HaNA_1.04.02_1955,1,1222
NL-HaNA_1.04.02_1956,1,1200
NL-HaNA_1.04.02_1957,1,848
NL-HaNA_1.04.02_1958,1,824
NL-HaNA_1.04.02_1959,1,1132
NL-HaNA_1.04.02_1960,1,1572
NL-HaNA_1.04.02_1961,1,1446
NL-HaNA_1.04.02_1962,1,1148
NL-HaNA_1.04.02_1963,1,1544
NL-HaNA_1.04.02_1964,1,1112
NL-HaNA_1.04.02_1965,1,1442
NL-HaNA_1.04.02_1966,1,948
NL-HaNA_1.04.02_1967,1,1078
NL-HaNA_1.04.02_1968,1,800
NL-HaNA_1.04.02_1969,1,1080
NL-HaNA_1.04.02_1970,1,992
NL-HaNA_1.04.02_1971,1,1326
NL-HaNA_1.04.02_1972,1,1240
NL-HaNA_1.04.02_1973,1,450
NL-HaNA_1.04.02_1974,1,1002
NL-HaNA_1.04.02_1975,1,1536
NL-HaNA_1.04.02_1976,1,982
NL-HaNA_1.04.02_1977,1,706
NL-HaNA_1.04.02_1978,1,1044
NL-HaNA_1.04.02_1979,1,1232
NL-HaNA_1.04.02_1980,1,1266
NL-HaNA_1.04.02_1981,1,1352
NL-HaNA_1.04.02_1982,1,2028
NL-HaNA_1.04.02_1983,1,1408
NL-HaNA_1.04.02_1984,1,1562
NL-HaNA_1.04.02_1985,1,944
NL-HaNA_1.04.02_1986,1,960
NL-HaNA_1.04.02_1987,1,1480
NL-HaNA_1.04.02_1988,1,1142
NL-HaNA_1.04.02_1989,1,1346
NL-HaNA_1.04.02_1990,1,352
NL-HaNA_1.04.02_1991,1,1054
NL-HaNA_1.04.02_1992,1,1380
NL-HaNA_1.04.02_1993,1,1162
NL-HaNA_1.04.02_1995,1,1090
NL-HaNA_1.04.02_1996,1,1232
NL-HaNA_1.04.02_1997,1,1560
NL-HaNA_1.04.02_1998,1,1364
NL-HaNA_1.04.02_1999,1,1464
NL-HaNA_1.04.02_2000,1,1648
NL-HaNA_1.04.02_2001,1,1632
NL-HaNA_1.04.02_2002,1,1188
NL-HaNA_1.04.02_2003,1,968
NL-HaNA_1.04.02_2004,1,1028
NL-HaNA_1.04.02_2005,1,806
NL-HaNA_1.04.02_2006,1,1118
NL-HaNA_1.04.02_2007,1,706
NL-HaNA_1.04.02_2008,1,1396
NL-HaNA_1.04.02_2009,1,1248
NL-HaNA_1.04.02_2010,1,1152
NL-HaNA_1.04.02_2011,1,1310
NL-HaNA_1.04.02_2012,1,1398
NL-HaNA_1.04.02_2013,1,1400
NL-HaNA_1.04.02_2014,1,1750
NL-HaNA_1.04.02_2015,1,1786
NL-HaNA_1.04.02_2016,1,1960
NL-HaNA_1.04.02_2017,1,986
NL-HaNA_1.04.02_2018,1,1216
NL-HaNA_1.04.02_2019,1,1086
NL-HaNA_1.04.02_2020,1,1534
NL-HaNA_1.04.02_2021,1,782
NL-HaNA_1.04.02_2022,1,1244
NL-HaNA_1.04.02_2023,1,1572
NL-HaNA_1.04.02_2024,1,494
NL-HaNA_1.04.02_2025,1,1156
NL-HaNA_1.04.02_2026,1,964
NL-HaNA_1.04.02_2027,1,1412
NL-HaNA_1.04.02_2028,1,1632
NL-HaNA_1.04.02_2029,1,1728
NL-HaNA_1.04.02_2030,1,1582
NL-HaNA_1.04.02_2031,1,2560
NL-HaNA_1.04.02_2032,1,1544
NL-HaNA_1.04.02_2033,1,1354
NL-HaNA_1.04.02_2034,1,1028
NL-HaNA_1.04.02_2035,1,1434
NL-HaNA_1.04.02_2036,1,1688
NL-HaNA_1.04.02_2037,1,1028
NL-HaNA_1.04.02_2038,1,1016
NL-HaNA_1.04.02_2039,1,1232
NL-HaNA_1.04.02_2040,1,1480
NL-HaNA_1.04.02_2041,1,1176
NL-HaNA_1.04.02_2042,1,1296
NL-HaNA_1.04.02_2043,1,364
NL-HaNA_1.04.02_2044,1,432
NL-HaNA_1.04.02_2045,1,966
NL-HaNA_1.04.02_2046,1,798
NL-HaNA_1.04.02_2047,1,746
NL-HaNA_1.04.02_2048,1,976
NL-HaNA_1.04.02_2049,1,1146
NL-HaNA_1.04.02_2050,1,1690
NL-HaNA_1.04.02_2051,1,1196
NL-HaNA_1.04.02_2052,1,1226
NL-HaNA_1.04.02_2053,1,1982
NL-HaNA_1.04.02_2054,1,730
NL-HaNA_1.04.02_2055,1,877
NL-HaNA_1.04.02_2056,1,842
NL-HaNA_1.04.02_2057,1,499
NL-HaNA_1.04.02_2058,1,456
NL-HaNA_1.04.02_2059,1,754
NL-HaNA_1.04.02_2060,1,715
NL-HaNA_1.04.02_2061,1,747
NL-HaNA_1.04.02_2062,1,947
NL-HaNA_1.04.02_2063,1,522
NL-HaNA_1.04.02_2064,1,813
NL-HaNA_1.04.02_2065,1,271
NL-HaNA_1.04.02_2066,1,357
NL-HaNA_1.04.02_2067,1,768
NL-HaNA_1.04.02_2068,1,608
NL-HaNA_1.04.02_2069,1,340
NL-HaNA_1.04.02_2070,1,838
NL-HaNA_1.04.02_2071,1,744
NL-HaNA_1.04.02_2072,1,849
NL-HaNA_1.04.02_2073,1,634
NL-HaNA_1.04.02_2074,1,550
NL-HaNA_1.04.02_2075,1,533
NL-HaNA_1.04.02_2076,1,1321
NL-HaNA_1.04.02_2077,1,583
NL-HaNA_1.04.02_2078,1,607
NL-HaNA_1.04.02_2079,1,390
NL-HaNA_1.04.02_2080,1,710
NL-HaNA_1.04.02_2081,1,440
NL-HaNA_1.04.02_2082,1,581
NL-HaNA_1.04.02_2083,1,628
NL-HaNA_1.04.02_2084,1,557
NL-HaNA_1.04.02_2085,1,519
NL-HaNA_1.04.02_2086,1,501
NL-HaNA_1.04.02_2087,1,429
NL-HaNA_1.04.02_2088,1,729
NL-HaNA_1.04.02_2089,1,502
NL-HaNA_1.04.02_2090,1,422
NL-HaNA_1.04.02_2091,1,764
NL-HaNA_1.04.02_2092,1,89
NL-HaNA_1.04.02_2093,1,660
NL-HaNA_1.04.02_2094,1,607
NL-HaNA_1.04.02_2096,1,491
NL-HaNA_1.04.02_2097,1,758
NL-HaNA_1.04.02_2098,1,691
NL-HaNA_1.04.02_2099,1,1094
NL-HaNA_1.04.02_2100,1,863
NL-HaNA_1.04.02_2101,1,748
NL-HaNA_1.04.02_2102,1,715
NL-HaNA_1.04.02_2103,1,1171
NL-HaNA_1.04.02_2104,1,491
NL-HaNA_1.04.02_2105,1,519
NL-HaNA_1.04.02_2106,1,481
NL-HaNA_1.04.02_2107,1,695
NL-HaNA_1.04.02_2108,1,504
NL-HaNA_1.04.02_2109,1,410
NL-HaNA_1.04.02_2110,1,506
NL-HaNA_1.04.02_2111,1,498
NL-HaNA_1.04.02_2112,1,902
NL-HaNA_1.04.02_2113,1,850
NL-HaNA_1.04.02_2114,1,516
NL-HaNA_1.04.02_2115,1,593
NL-HaNA_1.04.02_2116,1,562
NL-HaNA_1.04.02_2117,1,458
NL-HaNA_1.04.02_2118,1,446
NL-HaNA_1.04.02_2119,1,481
NL-HaNA_1.04.02_2120,1,393
NL-HaNA_1.04.02_2121,1,648
NL-HaNA_1.04.02_2122,1,872
NL-HaNA_1.04.02_2123,1,185
NL-HaNA_1.04.02_2124,1,625
NL-HaNA_1.04.02_2125,1,583
NL-HaNA_1.04.02_2126,1,491
NL-HaNA_1.04.02_2127,1,346
NL-HaNA_1.04.02_2128,1,917
NL-HaNA_1.04.02_2129,1,582
NL-HaNA_1.04.02_2130,1,564
NL-HaNA_1.04.02_2131,1,631
NL-HaNA_1.04.02_2132,1,768
NL-HaNA_1.04.02_2133,1,680
NL-HaNA_1.04.02_2134,1,697
NL-HaNA_1.04.02_2135,1,523
NL-HaNA_1.04.02_2136,1,727
NL-HaNA_1.04.02_2137,1,711
NL-HaNA_1.04.02_2138,1,623
NL-HaNA_1.04.02_2139,1,1714
NL-HaNA_1.04.02_2140,1,1128
NL-HaNA_1.04.02_2141,1,888
NL-HaNA_1.04.02_2142,1,1528
NL-HaNA_1.04.02_2143,1,1744
NL-HaNA_1.04.02_2144,1,2064
NL-HaNA_1.04.02_2145,1,2144
NL-HaNA_1.04.02_2146,1,948
NL-HaNA_1.04.02_2147,1,1304
NL-HaNA_1.04.02_2148,1,1304
NL-HaNA_1.04.02_2149,1,1390
NL-HaNA_1.04.02_2150,1,820
NL-HaNA_1.04.02_2151,1,1386
NL-HaNA_1.04.02_2152,1,1078
NL-HaNA_1.04.02_2153,1,1514
NL-HaNA_1.04.02_2154,1,1318
NL-HaNA_1.04.02_2155,1,710
NL-HaNA_1.04.02_2156,1,504
NL-HaNA_1.04.02_2157,1,1346
NL-HaNA_1.04.02_2158,1,1172
NL-HaNA_1.04.02_2159,1,1161
NL-HaNA_1.04.02_2160,1,1468
NL-HaNA_1.04.02_2161,1,1190
NL-HaNA_1.04.02_2162,1,1342
NL-HaNA_1.04.02_2163,1,1004
NL-HaNA_1.04.02_2164,1,1020
NL-HaNA_1.04.02_2165,1,1550
NL-HaNA_1.04.02_2166,1,1324
NL-HaNA_1.04.02_2167,1,1590
NL-HaNA_1.04.02_2168,1,741
NL-HaNA_1.04.02_2169,1,808
NL-HaNA_1.04.02_2170,1,475
NL-HaNA_1.04.02_2171,1,778
NL-HaNA_1.04.02_2172,1,690
NL-HaNA_1.04.02_2173,1,839
NL-HaNA_1.04.02_2174,1,475
NL-HaNA_1.04.02_2175,1,601
NL-HaNA_1.04.02_2176,1,656
NL-HaNA_1.04.02_2177,1,503
NL-HaNA_1.04.02_2179,1,578
NL-HaNA_1.04.02_2180,1,622
NL-HaNA_1.04.02_2181,1,606
NL-HaNA_1.04.02_2182,1,277
NL-HaNA_1.04.02_2183,1,258
NL-HaNA_1.04.02_2184,1,536
NL-HaNA_1.04.02_2185,1,750
NL-HaNA_1.04.02_2186,1,665
NL-HaNA_1.04.02_2187,1,487
NL-HaNA_1.04.02_2188,1,967
NL-HaNA_1.04.02_2189,1,599
NL-HaNA_1.04.02_2190,1,804
NL-HaNA_1.04.02_2191,1,1044
NL-HaNA_1.04.02_2192,1,746
NL-HaNA_1.04.02_2193,1,704
NL-HaNA_1.04.02_2194,1,794
NL-HaNA_1.04.02_2195,1,559
NL-HaNA_1.04.02_2196,1,1092
NL-HaNA_1.04.02_2197,1,976
NL-HaNA_1.04.02_2198,1,641
NL-HaNA_1.04.02_2199,1,800
NL-HaNA_1.04.02_2200,1,894
NL-HaNA_1.04.02_2201,1,737
NL-HaNA_1.04.02_2202,1,720
NL-HaNA_1.04.02_2203,1,768
NL-HaNA_1.04.02_2204,1,657
NL-HaNA_1.04.02_2205,1,365
NL-HaNA_1.04.02_2206,1,553
NL-HaNA_1.04.02_2207,1,727
NL-HaNA_1.04.02_2208,1,725
NL-HaNA_1.04.02_2209,1,1149
NL-HaNA_1.04.02_2210,1,488
NL-HaNA_1.04.02_2211,1,339
NL-HaNA_1.04.02_2212,1,725
NL-HaNA_1.04.02_2213,1,713
NL-HaNA_1.04.02_2214,1,801
NL-HaNA_1.04.02_2215,1,489
NL-HaNA_1.04.02_2216,1,463
NL-HaNA_1.04.02_2217,1,674
NL-HaNA_1.04.02_2218,1,427
NL-HaNA_1.04.02_2219,1,222
NL-HaNA_1.04.02_2220,1,366
NL-HaNA_1.04.02_2221,1,437
NL-HaNA_1.04.02_2222,1,501
NL-HaNA_1.04.02_2223,1,539
NL-HaNA_1.04.02_2224,1,505
NL-HaNA_1.04.02_2225,1,629
NL-HaNA_1.04.02_2226,1,361
NL-HaNA_1.04.02_2227,1,1280
NL-HaNA_1.04.02_2228,1,1832
NL-HaNA_1.04.02_2229,1,1200
NL-HaNA_1.04.02_2231,1,1384
NL-HaNA_1.04.02_2232,1,1238
NL-HaNA_1.04.02_2233,1,996
NL-HaNA_1.04.02_2234,1,984
NL-HaNA_1.04.02_2235,1,1280
NL-HaNA_1.04.02_2236,1,1378
NL-HaNA_1.04.02_2237,1,2644
NL-HaNA_1.04.02_2238,1,1614
NL-HaNA_1.04.02_2239,1,1508
NL-HaNA_1.04.02_2240,1,1962
NL-HaNA_1.04.02_2241,1,1468
NL-HaNA_1.04.02_2242,1,1822
NL-HaNA_1.04.02_2243,1,1866
NL-HaNA_1.04.02_2244,1,2230
NL-HaNA_1.04.02_2245,1,1908
NL-HaNA_1.04.02_2246,1,1356
NL-HaNA_1.04.02_2247,1,1968
NL-HaNA_1.04.02_2248,1,1842
NL-HaNA_1.04.02_2249,1,2272
NL-HaNA_1.04.02_2250,1,1926
NL-HaNA_1.04.02_2251,1,1404
NL-HaNA_1.04.02_2252,1,840
NL-HaNA_1.04.02_2253,1,1140
NL-HaNA_1.04.02_2254,1,1486
NL-HaNA_1.04.02_2255,1,1036
NL-HaNA_1.04.02_2256,1,840
NL-HaNA_1.04.02_2257,1,1068
NL-HaNA_1.04.02_2258,1,1466
NL-HaNA_1.04.02_2259,1,1398
NL-HaNA_1.04.02_2260,1,1718
NL-HaNA_1.04.02_2261,1,1588
NL-HaNA_1.04.02_2262,1,1256
NL-HaNA_1.04.02_2263,1,838
NL-HaNA_1.04.02_2264,1,1258
NL-HaNA_1.04.02_2265,1,1090
NL-HaNA_1.04.02_2266,1,1554
NL-HaNA_1.04.02_2267,1,728
NL-HaNA_1.04.02_2268,1,888
NL-HaNA_1.04.02_2269,1,1320
NL-HaNA_1.04.02_2270,1,214
NL-HaNA_1.04.02_2271,1,1116
NL-HaNA_1.04.02_2272,1,2114
NL-HaNA_1.04.02_2273,1,1686
NL-HaNA_1.04.02_2274,1,1028
NL-HaNA_1.04.02_2275,1,944
NL-HaNA_1.04.02_2276,1,1166
NL-HaNA_1.04.02_2277,1,368
NL-HaNA_1.04.02_2278,1,914
NL-HaNA_1.04.02_2279,1,1442
NL-HaNA_1.04.02_2280,1,1246
NL-HaNA_1.04.02_2281,1,660
NL-HaNA_1.04.02_2282,1,1080
NL-HaNA_1.04.02_2283,1,1470
NL-HaNA_1.04.02_2284,1,1704
NL-HaNA_1.04.02_2285,1,1580
NL-HaNA_1.04.02_2286,1,1456
NL-HaNA_1.04.02_2287,1,1376
NL-HaNA_1.04.02_2288,1,1952
NL-HaNA_1.04.02_2289,1,1746
NL-HaNA_1.04.02_2290,1,1612
NL-HaNA_1.04.02_2291,1,852
NL-HaNA_1.04.02_2292,1,1462
NL-HaNA_1.04.02_2293,1,1436
NL-HaNA_1.04.02_2294,1,1528
NL-HaNA_1.04.02_2295,1,1394
NL-HaNA_1.04.02_2296,1,1136
NL-HaNA_1.04.02_2297,1,1546
NL-HaNA_1.04.02_2298,1,1320
NL-HaNA_1.04.02_2299,1,1902
NL-HaNA_1.04.02_2300,1,1804
NL-HaNA_1.04.02_2301,1,1116
NL-HaNA_1.04.02_2302,1,1616
NL-HaNA_1.04.02_2303,1,1886
NL-HaNA_1.04.02_2304,1,876
NL-HaNA_1.04.02_2305,1,1144
NL-HaNA_1.04.02_2306,1,1206
NL-HaNA_1.04.02_2307,1,1236
NL-HaNA_1.04.02_2308,1,1174
NL-HaNA_1.04.02_2309,1,1294
NL-HaNA_1.04.02_2310,1,2298
NL-HaNA_1.04.02_2311,1,1120
NL-HaNA_1.04.02_2312,1,1564
NL-HaNA_1.04.02_2313,1,2094
NL-HaNA_1.04.02_2314,1,1726
NL-HaNA_1.04.02_2315,1,1750
NL-HaNA_1.04.02_2316,1,1978
NL-HaNA_1.04.02_2317,1,1576
NL-HaNA_1.04.02_2318,1,1846
NL-HaNA_1.04.02_2319,1,1964
NL-HaNA_1.04.02_2320,1,2052
NL-HaNA_1.04.02_2321,1,1450
NL-HaNA_1.04.02_2322,1,1402
NL-HaNA_1.04.02_2323,1,1522
NL-HaNA_1.04.02_2324,1,1534
NL-HaNA_1.04.02_2325,1,410
NL-HaNA_1.04.02_2326,1,699
NL-HaNA_1.04.02_2327,1,507
NL-HaNA_1.04.02_2328,1,602
NL-HaNA_1.04.02_2329,1,602
NL-HaNA_1.04.02_2330,1,485
NL-HaNA_1.04.02_2331,1,535
NL-HaNA_1.04.02_2332,1,542
NL-HaNA_1.04.02_2333,1,463
NL-HaNA_1.04.02_2334,1,265
NL-HaNA_1.04.02_2335,1,445
NL-HaNA_1.04.02_2336,1,619
NL-HaNA_1.04.02_2337,1,672
NL-HaNA_1.04.02_2338,1,650
NL-HaNA_1.04.02_2339,1,423
NL-HaNA_1.04.02_2340,1,697
NL-HaNA_1.04.02_2341,1,519
NL-HaNA_1.04.02_2342,1,586
NL-HaNA_1.04.02_2343,1,701
NL-HaNA_1.04.02_2344,1,1072
NL-HaNA_1.04.02_2345,1,784
NL-HaNA_1.04.02_2346,1,817
NL-HaNA_1.04.02_2347,1,1344
NL-HaNA_1.04.02_2348,1,822
NL-HaNA_1.04.02_2349,1,385
NL-HaNA_1.04.02_2350,1,1082
NL-HaNA_1.04.02_2351,1,1147
NL-HaNA_1.04.02_2352A,1,208
NL-HaNA_1.04.02_2352B,1,201
NL-HaNA_1.04.02_2352C,1,189
NL-HaNA_1.04.02_2352D,1,193
NL-HaNA_1.04.02_2352E,1,231
NL-HaNA_1.04.02_2354,1,884
NL-HaNA_1.04.02_2355,1,529
NL-HaNA_1.04.02_2356,1,337
