na_base_id,start_scan,end_scan
NL-HaNA_1.04.02_3487,1,538
NL-HaNA_1.04.02_3488,1,470
NL-HaNA_1.04.02_3489,1,718
NL-HaNA_1.04.02_3490,1,822
NL-HaNA_1.04.02_3491,1,1120
NL-HaNA_1.04.02_3492,1,1222
NL-HaNA_1.04.02_3493,1,928
NL-HaNA_1.04.02_3494,1,872
NL-HaNA_1.04.02_3495,1,1492
NL-HaNA_1.04.02_3496,1,518
NL-HaNA_1.04.02_3497,1,1848
NL-HaNA_1.04.02_3498,1,390
NL-HaNA_1.04.02_3499,1,926
NL-HaNA_1.04.02_3500,1,1446
NL-HaNA_1.04.02_3501,1,938
NL-HaNA_1.04.02_3502,1,684
NL-HaNA_1.04.02_3503,1,1766
NL-HaNA_1.04.02_3504,1,1252
NL-HaNA_1.04.02_3505,1,792
NL-HaNA_1.04.02_3506,1,420
NL-HaNA_1.04.02_3507,1,864
NL-HaNA_1.04.02_3508,1,784
NL-HaNA_1.04.02_3509,1,1246
NL-HaNA_1.04.02_3510,1,904
NL-HaNA_1.04.02_3511,1,766
NL-HaNA_1.04.02_3512,1,784
NL-HaNA_1.04.02_3513,1,966
NL-HaNA_1.04.02_3514,1,1140
NL-HaNA_1.04.02_3515,1,1100
NL-HaNA_1.04.02_3516,1,808
NL-HaNA_1.04.02_3517,1,636
NL-HaNA_1.04.02_3518,1,536
NL-HaNA_1.04.02_3519,1,500
NL-HaNA_1.04.02_3520,1,798
NL-HaNA_1.04.02_3521,1,614
NL-HaNA_1.04.02_3522,1,1210
NL-HaNA_1.04.02_3523,1,1120
NL-HaNA_1.04.02_3524,1,1164
NL-HaNA_1.04.02_3525,1,1348
NL-HaNA_1.04.02_3526,1,1422
NL-HaNA_1.04.02_3527,1,1026
NL-HaNA_1.04.02_3528,1,954
NL-HaNA_1.04.02_3529,1,1230
NL-HaNA_1.04.02_3530,1,422
NL-HaNA_1.04.02_3531,1,1052
NL-HaNA_1.04.02_3532,1,770
NL-HaNA_1.04.02_3533,1,1148
NL-HaNA_1.04.02_3534,1,526
NL-HaNA_1.04.02_3535,1,724
NL-HaNA_1.04.02_3536,1,830
NL-HaNA_1.04.02_3537,1,514
NL-HaNA_1.04.02_3538,1,908
NL-HaNA_1.04.02_3539,1,510
NL-HaNA_1.04.02_3540,1,550
NL-HaNA_1.04.02_3541,1,606
NL-HaNA_1.04.02_3542,1,1076
NL-HaNA_1.04.02_3543,1,712
NL-HaNA_1.04.02_3544,1,680
NL-HaNA_1.04.02_3545,1,338
NL-HaNA_1.04.02_3546,1,598
NL-HaNA_1.04.02_3547,1,564
NL-HaNA_1.04.02_3548,1,882
NL-HaNA_1.04.02_3549,1,1022
NL-HaNA_1.04.02_3550,1,1362
NL-HaNA_1.04.02_3551,1,990
NL-HaNA_1.04.02_3552,1,1088
NL-HaNA_1.04.02_3553,1,1208
NL-HaNA_1.04.02_3554,1,1460
NL-HaNA_1.04.02_3555,1,1496
NL-HaNA_1.04.02_3556,1,1428
NL-HaNA_1.04.02_3557,1,652
NL-HaNA_1.04.02_3558,1,946
NL-HaNA_1.04.02_3559,1,1186
NL-HaNA_1.04.02_3560,1,900
NL-HaNA_1.04.02_3561,1,770
NL-HaNA_1.04.02_3562,1,648
NL-HaNA_1.04.02_3563,1,430
NL-HaNA_1.04.02_3564,1,486
NL-HaNA_1.04.02_3566,1,402
NL-HaNA_1.04.02_3567,1,668
NL-HaNA_1.04.02_3568,1,402
NL-HaNA_1.04.02_3569,1,670
NL-HaNA_1.04.02_3570,1,1378
NL-HaNA_1.04.02_3571,1,1086
NL-HaNA_1.04.02_3572,1,1052
NL-HaNA_1.04.02_3573,1,662
NL-HaNA_1.04.02_3574,1,572
NL-HaNA_1.04.02_3575,1,1024
NL-HaNA_1.04.02_3576,1,776
NL-HaNA_1.04.02_3577,1,990
NL-HaNA_1.04.02_3578,1,310
NL-HaNA_1.04.02_3579,1,1328
NL-HaNA_1.04.02_3580,1,804
NL-HaNA_1.04.02_3581,1,782
NL-HaNA_1.04.02_3582,1,808
NL-HaNA_1.04.02_3583,1,524
NL-HaNA_1.04.02_3584,1,964
NL-HaNA_1.04.02_3585,1,396
NL-HaNA_1.04.02_3586,1,1024
NL-HaNA_1.04.02_3587,1,464
NL-HaNA_1.04.02_3588,1,716
NL-HaNA_1.04.02_3589,1,1174
NL-HaNA_1.04.02_3590,1,584
NL-HaNA_1.04.02_3591,1,1286
NL-HaNA_1.04.02_3592,1,420
NL-HaNA_1.04.02_3593,1,940
NL-HaNA_1.04.02_3594,1,148
NL-HaNA_1.04.02_3595,1,976
NL-HaNA_1.04.02_3596,1,600
NL-HaNA_1.04.02_3597,1,1142
NL-HaNA_1.04.02_3598,1,1112
NL-HaNA_1.04.02_3599,1,1358
NL-HaNA_1.04.02_3600,1,1164
NL-HaNA_1.04.02_3601,1,406
NL-HaNA_1.04.02_3602,1,834
NL-HaNA_1.04.02_3603,1,836
NL-HaNA_1.04.02_3604,1,414
NL-HaNA_1.04.02_3605,1,654
NL-HaNA_1.04.02_3606,1,245
NL-HaNA_1.04.02_3607,1,496
NL-HaNA_1.04.02_3608,1,433
NL-HaNA_1.04.02_3609,1,424
NL-HaNA_1.04.02_3610,1,207
NL-HaNA_1.04.02_3611,1,535
NL-HaNA_1.04.02_3612,1,560
NL-HaNA_1.04.02_3613,1,288
NL-HaNA_1.04.02_3614,1,257
NL-HaNA_1.04.02_3615,1,309
NL-HaNA_1.04.02_3616,1,282
NL-HaNA_1.04.02_3617,1,471
NL-HaNA_1.04.02_3618,1,330
NL-HaNA_1.04.02_3619,1,338
NL-HaNA_1.04.02_3620,1,438
NL-HaNA_1.04.02_3621,1,257
NL-HaNA_1.04.02_3622,1,650
NL-HaNA_1.04.02_3623,1,349
NL-HaNA_1.04.02_3624,1,469
NL-HaNA_1.04.02_3625,1,346
NL-HaNA_1.04.02_3626,1,520
NL-HaNA_1.04.02_3627,1,538
NL-HaNA_1.04.02_3628,1,436
NL-HaNA_1.04.02_3629,1,383
NL-HaNA_1.04.02_3630,1,345
NL-HaNA_1.04.02_3631,1,350
NL-HaNA_1.04.02_3632,1,109
NL-HaNA_1.04.02_3633,1,399
NL-HaNA_1.04.02_3634,1,359
NL-HaNA_1.04.02_3635,1,495
NL-HaNA_1.04.02_3636,1,496
NL-HaNA_1.04.02_3637,1,449
NL-HaNA_1.04.02_3638,1,247
NL-HaNA_1.04.02_3639,1,466
NL-HaNA_1.04.02_3640,1,350
NL-HaNA_1.04.02_3641,1,309
NL-HaNA_1.04.02_3642,1,416
NL-HaNA_1.04.02_3643,1,297
NL-HaNA_1.04.02_3644,1,480
NL-HaNA_1.04.02_3645,1,407
NL-HaNA_1.04.02_3646,1,451
NL-HaNA_1.04.02_3647,1,226
NL-HaNA_1.04.02_3648,1,362
NL-HaNA_1.04.02_3649,1,402
NL-HaNA_1.04.02_3650,1,456
NL-HaNA_1.04.02_3651,1,724
NL-HaNA_1.04.02_3652,1,844
NL-HaNA_1.04.02_3653,1,1390
NL-HaNA_1.04.02_3654,1,908
NL-HaNA_1.04.02_3655,1,1240
NL-HaNA_1.04.02_3656,1,952
NL-HaNA_1.04.02_3657,1,508
NL-HaNA_1.04.02_3658,1,1162
NL-HaNA_1.04.02_3659,1,1088
NL-HaNA_1.04.02_3660,1,722
NL-HaNA_1.04.02_3661,1,808
NL-HaNA_1.04.02_3662,1,656
NL-HaNA_1.04.02_3663,1,976
NL-HaNA_1.04.02_3664,1,528
NL-HaNA_1.04.02_3665,1,628
NL-HaNA_1.04.02_3666,1,914
NL-HaNA_1.04.02_3667,1,540
NL-HaNA_1.04.02_3668,1,958
NL-HaNA_1.04.02_3669,1,382
NL-HaNA_1.04.02_3670,1,756
NL-HaNA_1.04.02_3671,1,572
NL-HaNA_1.04.02_3672,1,1802
NL-HaNA_1.04.02_3673,1,534
NL-HaNA_1.04.02_3674,1,546
NL-HaNA_1.04.02_3675,1,800
NL-HaNA_1.04.02_3676,1,816
NL-HaNA_1.04.02_3677,1,996
NL-HaNA_1.04.02_3678,1,958
NL-HaNA_1.04.02_3679,1,554
NL-HaNA_1.04.02_3680,1,424
NL-HaNA_1.04.02_3681,1,928
NL-HaNA_1.04.02_3682,1,552
NL-HaNA_1.04.02_3683,1,1386
NL-HaNA_1.04.02_3684,1,830
NL-HaNA_1.04.02_3685,1,600
NL-HaNA_1.04.02_3686,1,593
NL-HaNA_1.04.02_3687,1,584
NL-HaNA_1.04.02_3688,1,378
NL-HaNA_1.04.02_3689,1,746
NL-HaNA_1.04.02_3690,1,320
NL-HaNA_1.04.02_3691,1,960
NL-HaNA_1.04.02_3692,1,329
NL-HaNA_1.04.02_3693,1,357
NL-HaNA_1.04.02_3694,1,303
NL-HaNA_1.04.02_3695,1,814
NL-HaNA_1.04.02_3696,1,181
NL-HaNA_1.04.02_3697,1,189
NL-HaNA_1.04.02_3698,1,544
NL-HaNA_1.04.02_3699,1,613
NL-HaNA_1.04.02_3700,1,420
NL-HaNA_1.04.02_3701,1,481
NL-HaNA_1.04.02_3702,1,661
NL-HaNA_1.04.02_3703,1,556
NL-HaNA_1.04.02_3704,1,490
NL-HaNA_1.04.02_3705,1,294
NL-HaNA_1.04.02_3706,1,284
NL-HaNA_1.04.02_3707,1,320
NL-HaNA_1.04.02_3708,1,405
NL-HaNA_1.04.02_3709,1,481
NL-HaNA_1.04.02_3710,1,332
NL-HaNA_1.04.02_3711,1,712
NL-HaNA_1.04.02_3712,1,472
NL-HaNA_1.04.02_3713,1,611
NL-HaNA_1.04.02_3714,1,538
NL-HaNA_1.04.02_3715,1,301
NL-HaNA_1.04.02_3716,1,487
NL-HaNA_1.04.02_3717,1,218
NL-HaNA_1.04.02_3718,1,310
NL-HaNA_1.04.02_3719,1,314
NL-HaNA_1.04.02_3720,1,560
NL-HaNA_1.04.02_3721,1,396
NL-HaNA_1.04.02_3722,1,394
NL-HaNA_1.04.02_3723,1,368
NL-HaNA_1.04.02_3724,1,478
NL-HaNA_1.04.02_3725,1,225
NL-HaNA_1.04.02_3726,1,253
NL-HaNA_1.04.02_3727,1,343
NL-HaNA_1.04.02_3728,1,284
NL-HaNA_1.04.02_3729,1,591
NL-HaNA_1.04.02_3730,1,859
NL-HaNA_1.04.02_3731,1,576
NL-HaNA_1.04.02_3732,1,612
NL-HaNA_1.04.02_3733,1,467
NL-HaNA_1.04.02_3734,1,649
NL-HaNA_1.04.02_3735,1,447
NL-HaNA_1.04.02_3736,1,852
NL-HaNA_1.04.02_3737,1,756
NL-HaNA_1.04.02_3738,1,625
NL-HaNA_1.04.02_3739,1,234
NL-HaNA_1.04.02_3740,1,275
NL-HaNA_1.04.02_3741,1,366
NL-HaNA_1.04.02_3742,1,398
NL-HaNA_1.04.02_3743,1,378
NL-HaNA_1.04.02_3744,1,403
NL-HaNA_1.04.02_3745,1,487
NL-HaNA_1.04.02_3746,1,115
NL-HaNA_1.04.02_3747,1,433
NL-HaNA_1.04.02_3748,1,268
NL-HaNA_1.04.02_3749,1,473
NL-HaNA_1.04.02_3750,1,279
NL-HaNA_1.04.02_3751,1,323
NL-HaNA_1.04.02_3752,1,407
NL-HaNA_1.04.02_3753,1,415
NL-HaNA_1.04.02_3754,1,619
NL-HaNA_1.04.02_3755,1,524
NL-HaNA_1.04.02_3756,1,645
NL-HaNA_1.04.02_3757,1,477
NL-HaNA_1.04.02_3758,1,622
NL-HaNA_1.04.02_3759,1,433
NL-HaNA_1.04.02_3760,1,665
NL-HaNA_1.04.02_3761,1,348
NL-HaNA_1.04.02_3762,1,461
NL-HaNA_1.04.02_3763,1,567
NL-HaNA_1.04.02_3764,1,635
NL-HaNA_1.04.02_3765,1,462
NL-HaNA_1.04.02_3766,1,366
NL-HaNA_1.04.02_3767,1,1036
NL-HaNA_1.04.02_3768,1,217
NL-HaNA_1.04.02_3769,1,390
NL-HaNA_1.04.02_3770,1,523
NL-HaNA_1.04.02_3771,1,361
NL-HaNA_1.04.02_3772,1,480
NL-HaNA_1.04.02_3773,1,385
NL-HaNA_1.04.02_3774,1,270
NL-HaNA_1.04.02_3775,1,195
NL-HaNA_1.04.02_3776,1,1117
NL-HaNA_1.04.02_3777,1,526
NL-HaNA_1.04.02_3778,1,512
NL-HaNA_1.04.02_3779,1,401
NL-HaNA_1.04.02_3780,1,341
NL-HaNA_1.04.02_3781,1,321
NL-HaNA_1.04.02_3782,1,132
NL-HaNA_1.04.02_3783,1,196
NL-HaNA_1.04.02_3784,1,1354
NL-HaNA_1.04.02_3785,1,328
NL-HaNA_1.04.02_3786,1,423
NL-HaNA_1.04.02_3788,1,730
NL-HaNA_1.04.02_3789,1,954
NL-HaNA_1.04.02_3790,1,936
NL-HaNA_1.04.02_3791,1,822
NL-HaNA_1.04.02_3792,1,1076
NL-HaNA_1.04.02_3793,1,1154
NL-HaNA_1.04.02_3794,1,928
NL-HaNA_1.04.02_3795,1,1420
NL-HaNA_1.04.02_3796,1,482
NL-HaNA_1.04.02_3797,1,1258
NL-HaNA_1.04.02_3798,1,852
NL-HaNA_1.04.02_3799,1,696
NL-HaNA_1.04.02_3800,1,768
NL-HaNA_1.04.02_3801,1,870
NL-HaNA_1.04.02_3802,1,298
NL-HaNA_1.04.02_3803,1,526
NL-HaNA_1.04.02_3804,1,308
NL-HaNA_1.04.02_3805,1,386
NL-HaNA_1.04.02_3806,1,1176
NL-HaNA_1.04.02_3807,1,443
NL-HaNA_1.04.02_3808,1,1500
NL-HaNA_1.04.02_3809,1,836
NL-HaNA_1.04.02_3810,1,1294
NL-HaNA_1.04.02_3811,1,1210
NL-HaNA_1.04.02_3812,1,1486
NL-HaNA_1.04.02_3813,1,1420
NL-HaNA_1.04.02_3814,1,1194
NL-HaNA_1.04.02_3815,1,718
NL-HaNA_1.04.02_3816,1,998
NL-HaNA_1.04.02_3817,1,952
NL-HaNA_1.04.02_3818,1,1296
NL-HaNA_1.04.02_3819,1,906
NL-HaNA_1.04.02_3820,1,478
NL-HaNA_1.04.02_3821,1,1000
NL-HaNA_1.04.02_3822,1,450
NL-HaNA_1.04.02_3823,1,1367
NL-HaNA_1.04.02_3824,1,1196
NL-HaNA_1.04.02_3825,1,1122
NL-HaNA_1.04.02_3826,1,722
NL-HaNA_1.04.02_3827,1,844
NL-HaNA_1.04.02_3828,1,608
NL-HaNA_1.04.02_3829,1,1214
NL-HaNA_1.04.02_3830,1,924
NL-HaNA_1.04.02_3831,1,718
NL-HaNA_1.04.02_3832,1,714
NL-HaNA_1.04.02_3833,1,1106
NL-HaNA_1.04.02_3834,1,830
NL-HaNA_1.04.02_3835,1,796
NL-HaNA_1.04.02_3836,1,904
NL-HaNA_1.04.02_3837,1,886
NL-HaNA_1.04.02_3838,1,1258
NL-HaNA_1.04.02_3839,1,934
NL-HaNA_1.04.02_3840,1,894
NL-HaNA_1.04.02_3841,1,724
NL-HaNA_1.04.02_3842,1,452
NL-HaNA_1.04.02_3843,1,1730
NL-HaNA_1.04.02_3844,1,708
NL-HaNA_1.04.02_3845,1,1132
NL-HaNA_1.04.02_3846,1,938
NL-HaNA_1.04.02_3847,1,752
NL-HaNA_1.04.02_3848,1,792
NL-HaNA_1.04.02_3849,1,752
NL-HaNA_1.04.02_3850,1,734
NL-HaNA_1.04.02_3851,1,406
NL-HaNA_1.04.02_3852,1,992
NL-HaNA_1.04.02_3853,1,436
NL-HaNA_1.04.02_3854,1,472
NL-HaNA_1.04.02_3855,1,1044
NL-HaNA_1.04.02_3856,1,772
NL-HaNA_1.04.02_3857,1,1888
NL-HaNA_1.04.02_3858,1,942
NL-HaNA_1.04.02_3859,1,766
NL-HaNA_1.04.02_3860,1,1006
NL-HaNA_1.04.02_3861,1,1526
NL-HaNA_1.04.02_3862,1,784
NL-HaNA_1.04.02_3863,1,884
NL-HaNA_1.04.02_3864,1,1440
NL-HaNA_1.04.02_3865,1,480
NL-HaNA_1.04.02_3866,1,854
NL-HaNA_1.04.02_3867,1,998
NL-HaNA_1.04.02_3868,1,710
NL-HaNA_1.04.02_3869,1,2268
NL-HaNA_1.04.02_3870,1,956
NL-HaNA_1.04.02_3871,1,1098
NL-HaNA_1.04.02_3872,1,1060
NL-HaNA_1.04.02_3873,1,670
NL-HaNA_1.04.02_3874,1,788
NL-HaNA_1.04.02_3875,1,282
NL-HaNA_1.04.02_3876,1,984
NL-HaNA_1.04.02_3877,1,1160
NL-HaNA_1.04.02_3878,1,1448
NL-HaNA_1.04.02_3879,1,1188
NL-HaNA_1.04.02_3880,1,904
NL-HaNA_1.04.02_3881,1,588
NL-HaNA_1.04.02_3882,1,1072
NL-HaNA_1.04.02_3883,1,1486
NL-HaNA_1.04.02_3884,1,1016
NL-HaNA_1.04.02_3885,1,996
NL-HaNA_1.04.02_3886,1,990
NL-HaNA_1.04.02_3887,1,630
NL-HaNA_1.04.02_3888,1,567
NL-HaNA_1.04.02_3889,1,930
NL-HaNA_1.04.02_3890,1,648
NL-HaNA_1.04.02_3891,1,858
NL-HaNA_1.04.02_3892,1,900
NL-HaNA_1.04.02_3893,1,956
NL-HaNA_1.04.02_3894,1,514
NL-HaNA_1.04.02_3895,1,415
NL-HaNA_1.04.02_3896,1,328
NL-HaNA_1.04.02_3897,1,433
NL-HaNA_1.04.02_3898,1,559
NL-HaNA_1.04.02_3899,1,304
NL-HaNA_1.04.02_3900,1,285
NL-HaNA_1.04.02_3901,1,290
NL-HaNA_1.04.02_3902,1,675
NL-HaNA_1.04.02_3903,1,417
NL-HaNA_1.04.02_3904,1,823
NL-HaNA_1.04.02_3905,1,603
NL-HaNA_1.04.02_3906,1,544
NL-HaNA_1.04.02_3907,1,584
NL-HaNA_1.04.02_3908,1,728
NL-HaNA_1.04.02_3909,1,651
NL-HaNA_1.04.02_3910,1,526
NL-HaNA_1.04.02_3911,1,387
NL-HaNA_1.04.02_3912,1,500
NL-HaNA_1.04.02_3913,1,479
NL-HaNA_1.04.02_3914,1,479
NL-HaNA_1.04.02_3915,1,539
NL-HaNA_1.04.02_3916,1,676
NL-HaNA_1.04.02_3918,1,494
NL-HaNA_1.04.02_3919,1,420
NL-HaNA_1.04.02_3920,1,290
NL-HaNA_1.04.02_3921,1,753
NL-HaNA_1.04.02_3922,1,499
NL-HaNA_1.04.02_3923,1,584
NL-HaNA_1.04.02_3924,1,599
NL-HaNA_1.04.02_3925,1,741
NL-HaNA_1.04.02_3926,1,162
NL-HaNA_1.04.02_3927,1,804
NL-HaNA_1.04.02_3928,1,369
NL-HaNA_1.04.02_3929,1,448
NL-HaNA_1.04.02_3930,1,251
NL-HaNA_1.04.02_3931,1,227
NL-HaNA_1.04.02_3932,1,349
NL-HaNA_1.04.02_3933,1,233
NL-HaNA_1.04.02_3934,1,270
NL-HaNA_1.04.02_3935,1,705
NL-HaNA_1.04.02_3936,1,500
NL-HaNA_1.04.02_3937,1,1
NL-HaNA_1.04.02_3938,1,411
NL-HaNA_1.04.02_3939,1,638
NL-HaNA_1.04.02_3940,1,566
NL-HaNA_1.04.02_3941,1,588
NL-HaNA_1.04.02_3942,1,465
NL-HaNA_1.04.02_3943,1,566
NL-HaNA_1.04.02_3944,1,472
NL-HaNA_1.04.02_3945,1,1241
NL-HaNA_1.04.02_3946,1,646
NL-HaNA_1.04.02_3947,1,701
NL-HaNA_1.04.02_3948,1,390
NL-HaNA_1.04.02_3949,1,292
NL-HaNA_1.04.02_3950,1,399
NL-HaNA_1.04.02_3951,1,148
NL-HaNA_1.04.02_3952,1,264
NL-HaNA_1.04.02_3953,1,346
NL-HaNA_1.04.02_3954,1,288
NL-HaNA_1.04.02_3955,1,404
NL-HaNA_1.04.02_3956,1,682
NL-HaNA_1.04.02_3957,1,600
NL-HaNA_1.04.02_3958,1,351
NL-HaNA_1.04.02_3959,1,610
NL-HaNA_1.04.02_3960,1,394
NL-HaNA_1.04.02_3961,1,481
NL-HaNA_1.04.02_3962,1,571
NL-HaNA_1.04.02_3963,1,438
NL-HaNA_1.04.02_3964,1,528
NL-HaNA_1.04.02_3965,1,399
NL-HaNA_1.04.02_3966,1,353
NL-HaNA_1.04.02_3967,1,771
NL-HaNA_1.04.02_3968,1,1758
NL-HaNA_1.04.02_3969,1,684
NL-HaNA_1.04.02_3970,1,2770
NL-HaNA_1.04.02_3971,1,1136
NL-HaNA_1.04.02_3972,1,938
NL-HaNA_1.04.02_3973,1,982
NL-HaNA_1.04.02_3974,1,1128
NL-HaNA_1.04.02_3975,1,1668
NL-HaNA_1.04.02_3976,1,1488
NL-HaNA_1.04.02_3977,1,529
NL-HaNA_1.04.02_3978,1,970
NL-HaNA_1.04.02_3979,1,658
NL-HaNA_1.04.02_3980,1,1084
NL-HaNA_1.04.02_3981,1,940
NL-HaNA_1.04.02_3982,1,404
NL-HaNA_1.04.02_3983,1,538
NL-HaNA_1.04.02_3984,1,1074
NL-HaNA_1.04.02_3985,1,1000
NL-HaNA_1.04.02_3986,1,868
NL-HaNA_1.04.02_3987,1,556
NL-HaNA_1.04.02_3988,1,1478
NL-HaNA_1.04.02_3989,1,896
NL-HaNA_1.04.02_3990,1,756
NL-HaNA_1.04.02_3991,1,1072
NL-HaNA_1.04.02_3992,1,1326
NL-HaNA_1.04.02_3993,1,1652
NL-HaNA_1.04.02_3994,1,1302
NL-HaNA_1.04.02_3995,1,1592
NL-HaNA_1.04.02_3996,1,1388
NL-HaNA_1.04.02_3997,1,2214
NL-HaNA_1.04.02_3998,1,2188
NL-HaNA_1.04.02_3999,1,508
NL-HaNA_1.04.02_4000,1,1826
NL-HaNA_1.04.02_4001,1,1828
NL-HaNA_1.04.02_4002,1,2068
NL-HaNA_1.04.02_4003,1,2380
NL-HaNA_1.04.02_4004,1,1114
NL-HaNA_1.04.02_4005,1,707
NL-HaNA_1.04.02_4006,1,1077
NL-HaNA_1.04.02_4007,1,711
NL-HaNA_1.04.02_4008,1,1053
NL-HaNA_1.04.02_4009,1,432
NL-HaNA_1.04.02_4010,1,1059
NL-HaNA_1.04.02_4011,1,828
NL-HaNA_1.04.02_4012,1,921
NL-HaNA_1.04.02_4013,1,1228
NL-HaNA_1.04.02_4014,1,835
NL-HaNA_1.04.02_4015,1,397
NL-HaNA_1.04.02_4016,1,421
NL-HaNA_1.04.02_4017,1,731
NL-HaNA_1.04.02_4018,1,1114
NL-HaNA_1.04.02_4019,1,1082
NL-HaNA_1.04.02_4020,1,692
NL-HaNA_1.04.02_4021,1,633
NL-HaNA_1.04.02_4023,1,853
NL-HaNA_1.04.02_4024,1,476
NL-HaNA_1.04.02_4026,1,413
NL-HaNA_1.04.02_4027,1,834
NL-HaNA_1.04.02_4028,1,722
NL-HaNA_1.04.02_4029,1,729
NL-HaNA_1.04.02_4030,1,709
NL-HaNA_1.04.02_4031,1,522
NL-HaNA_1.04.02_4032,1,582
NL-HaNA_1.04.02_4033,1,327
NL-HaNA_1.04.02_4034,1,659
NL-HaNA_1.04.02_4035,1,206
NL-HaNA_1.04.02_4036,1,890
NL-HaNA_1.04.02_4037,1,803
NL-HaNA_1.04.02_4038,1,961
NL-HaNA_1.04.02_4039,1,389
NL-HaNA_1.04.02_4040,1,646
NL-HaNA_1.04.02_4041,1,810
NL-HaNA_1.04.02_4042,1,712
NL-HaNA_1.04.02_4043,1,821
NL-HaNA_1.04.02_4044,1,679
NL-HaNA_1.04.02_4045,1,474
NL-HaNA_1.04.02_4046,1,572
NL-HaNA_1.04.02_4047,1,436
NL-HaNA_1.04.02_4048,1,501
NL-HaNA_1.04.02_4049,1,376
NL-HaNA_1.04.02_4050,1,765
NL-HaNA_1.04.02_4051,1,783
NL-HaNA_1.04.02_4052,1,533
NL-HaNA_1.04.02_4053,1,482
NL-HaNA_1.04.02_4054,1,441
NL-HaNA_1.04.02_4055,1,561
NL-HaNA_1.04.02_4056,1,432
NL-HaNA_1.04.02_4057,1,321
NL-HaNA_1.04.02_4058,1,538
NL-HaNA_1.04.02_4059,1,784
NL-HaNA_1.04.02_4060,1,478
NL-HaNA_1.04.02_4061,1,439
NL-HaNA_1.04.02_4062,1,378
NL-HaNA_1.04.02_4063,1,660
NL-HaNA_1.04.02_4064,1,506
NL-HaNA_1.04.02_4065,1,411
NL-HaNA_1.04.02_4066,1,984
NL-HaNA_1.04.02_4067,1,1026
NL-HaNA_1.04.02_4068,1,904
NL-HaNA_1.04.02_4069,1,1200
NL-HaNA_1.04.02_4070,1,998
NL-HaNA_1.04.02_4071,1,1264
NL-HaNA_1.04.02_4072,1,536
NL-HaNA_1.04.02_4073,1,578
NL-HaNA_1.04.02_4074,1,581
NL-HaNA_1.04.02_4075,1,661
NL-HaNA_1.04.02_4076,1,514
NL-HaNA_1.04.02_4077,1,665
NL-HaNA_1.04.02_4078,1,584
NL-HaNA_1.04.02_4079,1,363
NL-HaNA_1.04.02_4080,1,475
NL-HaNA_1.04.02_4081,1,551
NL-HaNA_1.04.02_4082,1,575
NL-HaNA_1.04.02_4083,1,491
NL-HaNA_1.04.02_4084A,1,234
NL-HaNA_1.04.02_4084B,1,207
NL-HaNA_1.04.02_4085,1,150
NL-HaNA_1.04.02_4086,1,404
NL-HaNA_1.04.02_4087,1,570
NL-HaNA_1.04.02_4088,1,800
NL-HaNA_1.04.02_4089,1,488
NL-HaNA_1.04.02_4090,1,696
NL-HaNA_1.04.02_4091,1,521
NL-HaNA_1.04.02_4092,1,483
NL-HaNA_1.04.02_4093,1,535
NL-HaNA_1.04.02_4094,1,627
NL-HaNA_1.04.02_4095,1,425
NL-HaNA_1.04.02_4096,1,806
NL-HaNA_1.04.02_4097,1,502
NL-HaNA_1.04.02_4098,1,593
NL-HaNA_1.04.02_4099,1,788
NL-HaNA_1.04.02_4100,1,207
NL-HaNA_1.04.02_4101,1,857
NL-HaNA_1.04.02_4102,1,593
NL-HaNA_1.04.02_4103,1,208
NL-HaNA_1.04.02_4104,1,867
NL-HaNA_1.04.02_4105,1,627
NL-HaNA_1.04.02_4106,1,287
NL-HaNA_1.04.02_4107,1,450
NL-HaNA_1.04.02_4108,1,623
NL-HaNA_1.04.02_4109,1,465
NL-HaNA_1.04.02_4110,1,208
NL-HaNA_1.04.02_4111,1,736
NL-HaNA_1.04.02_4112,1,492
NL-HaNA_1.04.02_4113,1,252
NL-HaNA_1.04.02_4114,1,618
NL-HaNA_1.04.02_4115,1,603
NL-HaNA_1.04.02_4116,1,639
NL-HaNA_1.04.02_4117,1,437
NL-HaNA_1.04.02_4118,1,334
NL-HaNA_1.04.02_4119,1,861
NL-HaNA_1.04.02_4120,1,546
NL-HaNA_1.04.02_4121,1,323
NL-HaNA_1.04.02_4122,1,477
NL-HaNA_1.04.02_4123,1,857
NL-HaNA_1.04.02_4124,1,313
NL-HaNA_1.04.02_4125,1,688
NL-HaNA_1.04.02_4126,1,594
NL-HaNA_1.04.02_4127,1,521
NL-HaNA_1.04.02_4128,1,573
NL-HaNA_1.04.02_4129,1,177
NL-HaNA_1.04.02_4130,1,550
NL-HaNA_1.04.02_4131,1,510
NL-HaNA_1.04.02_4132,1,236
NL-HaNA_1.04.02_4133,1,303
NL-HaNA_1.04.02_4134,1,636
NL-HaNA_1.04.02_4135,1,661
NL-HaNA_1.04.02_4136,1,499
NL-HaNA_1.04.02_4137,1,758
NL-HaNA_1.04.02_4138,1,727
NL-HaNA_1.04.02_4139,1,208
NL-HaNA_1.04.02_4140,1,262
NL-HaNA_1.04.02_4141,1,675
NL-HaNA_1.04.02_4142,1,818
NL-HaNA_1.04.02_4143,1,357
NL-HaNA_1.04.02_4144,1,496
NL-HaNA_1.04.02_4145,1,517
NL-HaNA_1.04.02_4146,1,685
NL-HaNA_1.04.02_4147,1,304
NL-HaNA_1.04.02_4148,1,291
NL-HaNA_1.04.02_4149,1,479
NL-HaNA_1.04.02_4150,1,472
